naam;samenvatting;thema;onderwerp;eigenaar;data url;data url error;kaart url;laagnaam
Roet (EC) 2013;De roetkaart toont de roetconcentratie in Nederland voor 2013;Luchtkwaliteit;Wegverkeer;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nsl:nsl_20141204_gm_EC2013&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nsl:nsl_20141204_gm_EC2013
Roet (EC) 2014;U ziet de berekende roetconcentratie in Nederland voor het jaar 2014 ;Luchtkwaliteit;Wegverkeer;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nsl:rivm_nsl_gm_ec2014&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nsl:rivm_nsl_gm_ec2014
Actuele stikstofdioxide concentratie in Nederland;U ziet de stikstofdioxide concentratie van het afgelopen uur in kleur aangegeven.;Luchtkwaliteit;Actuele_data;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=lucht:actueel_no2&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";lucht:actueel_no2
Actuele ozon concentratie in Nederland;Hier ziet u de ozonconcentratie van het afgelopen uur in Nederland;Luchtkwaliteit;Actuele_data;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=actueel_o3&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";actueel_o3
Actuele fijnstof concentratie (pm10) in Nederland;U ziet de berekende gemiddelde fijn stof concentraties (PM10) van het afgelopen uur;Luchtkwaliteit;Actuele_data;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=actueel_pm10&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";actueel_pm10
Actuele Luchtkwaliteitsindex (LKI) in Nederland;Actuele luchtkwaliteitsindex in Nederland;Luchtkwaliteit;Actuele_data;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=lucht:actueel_lki&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";lucht:actueel_lki
Gezondheid Infectieziekten Q-koorts 2010 RIVM;Gemelde Q-koortspatiënten in 2010 per postcode gebied;Gezondheid;Infectieziekten;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm:zorgatlas_pc4_qkoorts_2010&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm:zorgatlas_pc4_qkoorts_2010&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm:zorgatlas_pc4_qkoorts_2010
Gezondheid Infectieziekten Ziekte van Lyme 2009 RIVM;Aantal mensen met de eerste symptomen van de ziekte van Lyme na een tekenbeet.;Gezondheid;Infectieziekten;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=rivm:zorgatlas_gem_lyme_2009&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rivm:zorgatlas_gem_lyme_2009&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rivm:zorgatlas_gem_lyme_2009
Inventarisatie van natte koeltorens;Aangemelde Natte koeltorens;Gezondheid;Infectieziekten;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://atlas-leefomgeving-prd.geodan.nl:9094/geoserver/coolingtowers/wms?"")";Niet gelukt om verbinding met server te maken;"=HYPERLINK(""http://atlas-leefomgeving-prd.geodan.nl:9094/geoserver/coolingtowers/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=validated_coolingtowers&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";validated_coolingtowers
Rijksmonumenten;De kaart laat de beschermde Rijksmonumenten in Nederland zien;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=NationalListedMonuments&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=NationalListedMonuments&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";NationalListedMonuments
Indicatieve Kaart Archeologische Waarden;Indicatieve Kaart Archeologische Waarden;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rce_ikaw3_2008&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rce_ikaw3_2008
Stads- en Dorpsgezichten;Gebieden die beschermd zijn als stads- of dorpsgezicht;Cultureel Erfgoed;Erfgoed;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=Townscapes&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Townscapes&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Townscapes
Archeologische Monumenten Kaart (AMK);De kaart geeft inzicht in de aard, waardering, ligging en omvang van archeologische monumenten.;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=ArcheologicalMonuments&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/rce/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=ArcheologicalMonuments&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";ArcheologicalMonuments
Buitenplaatsen;De kaart toont de begrenzingen van de rijksbeschermde buitenplaatsen;Cultureel Erfgoed;Monumenten;Rijksdienst Cultureel Erfgoed;"=HYPERLINK(""http://services.rce.geovoorziening.nl/buitenplaatsen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=Buitenplaatsen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://services.rce.geovoorziening.nl/buitenplaatsen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Buitenplaatsen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Buitenplaatsen
Milicandela per m2 - Hemelhelderheid;Hemelhelderheid 's nachts, uitgedrukt in milicandela per m2;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?service=WMS&amp;version=1.1.0&amp;request=GetMap&amp;layers=dmg:licht_hemelhelderheid_2012&amp;styles&amp;srs=EPSG:28992&amp;format=image/png&amp;bbox=15183.90684,357558.82000000007,269383.90684,611658.8200000001&amp;width=512&amp;height=511?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=licht_hemelhelderheid_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";licht_hemelhelderheid_2012
Magnitude - Hemelhelderheid;Hemelhelderheid 's nachts, uitgedrukt in magnitude;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=licht_hemelhelderheid_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";licht_hemelhelderheid_2012
Aantal zichtbare sterren - Hemelhelderheid;Het aantal sterren dat ’s nachts op een bepaalde locatie te zien is.;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?service=WMS&amp;version=1.1.0&amp;request=GetMap&amp;layers=dmg:licht_hemelhelderheid_2012&amp;styles&amp;srs=EPSG:28992&amp;format=image/png&amp;bbox=15183.90684,357558.82000000007,269383.90684,611658.8200000001&amp;width=512&amp;height=511?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=licht_hemelhelderheid_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";licht_hemelhelderheid_2012
Lichtemissie 2006;De hoeveelheid licht dat van boven te zien was in 2006;Licht;Lichtemissie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?service=WMS&amp;version=1.1.0&amp;request=GetMap&amp;layers=dmg:licht_lichtemissie_2006&amp;styles&amp;srs=EPSG:28992&amp;format=image/png&amp;bbox=15183.90684,357558.82000000007,269383.90684,611658.8200000001&amp;width=512&amp;height=511?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=licht_lichtemissie_2006&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";licht_lichtemissie_2006
Lichtemissie 2012;De hoeveelheid licht dat van boven te zien was in 2012;Licht;Lichtemissie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?service=WMS&amp;version=1.1.0&amp;request=GetMap&amp;layers=dmg:licht_lichtemissie_2012&amp;styles&amp;srs=EPSG:28992&amp;format=image/png&amp;bbox=15183.90684,357558.82000000007,269383.90684,611658.8200000001&amp;width=512&amp;height=511?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=licht_lichtemissie_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";licht_lichtemissie_2012
Lichtemissie 2015;De hoeveelheid licht dat van boven te zien was in 2015;Licht;Lichtemissie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:rivm_dmg_gm_lichtemissie&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:rivm_dmg_gm_lichtemissie
ISS foto NL;Foto van Nederland vanuit het ISS door André Kuipers;Licht;Lichtemissie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_emissie_iss_nl_2012&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_emissie_iss_nl_2012
Hemelhelderheid in de nacht, met bewolking;Berekende hemelhelderheid in de nacht, bij een bewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhnachtbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhnachtbew
Hemelhelderheid in de nacht, zonder bewolking;Berekende hemelhelderheid in de nacht, bij een onbewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhnachtonbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhnachtonbew
Hemelhelderheid in de avond, met bewolking;Berekende hemelhelderheid in de avond, bij een bewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhavondbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhavondbew
Hemelhelderheid in de avond, zonder bewolking;Berekende hemelhelderheid in de avond, bij een onbewolkte hemel;Licht;Hemelhelderheid;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dmg:licht_20150315_gm_hhavondonbew&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dmg:licht_20150315_gm_hhavondonbew
bestemmingsplannen Wro: BP-bouwvlak;Bestemmingsplannen - Bouwvlak;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=BP:Bouwvlak&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";BP:Bouwvlak
bestemmingsplannen Wro: BP-maatvoering;Bestemmingsplannen - Maatvoering;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=BP:Maatvoering&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";BP:Maatvoering
Bestemmingsplannen (enkelvoudig);Ruimtelijke plannen met een enkele bestemming.;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Enkelbestemming&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Enkelbestemming
bestemmingsplannen Wro: functieaanduiding;Bestemmingsplannen - Functieaanduiding;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=BP:Functieaanduiding&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";BP:Functieaanduiding
bestemmingsplannen (gebiedsaanduiding);Bestemmingsplannen - Gebiedsaanduiding;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Gebiedsaanduiding&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Gebiedsaanduiding
bestemmingsplannen Wro: BP-bouwaanduiding;Bestemmingsplannen - Bouwaanduiding;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl/afnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=BP:Bouwaanduiding&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";BP:Bouwaanduiding
Bestemmingsplannen (dubbelbestemming);Ruimtelijke plannen met een dubbele bestemming;Ruimtelijke Plannen;Ruimtelijke plannen;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?"")";;"=HYPERLINK(""http://afnemers.ruimtelijkeplannen.nl:80/unregafnemers/services?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Dubbelbestemming&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Dubbelbestemming
Agrarisch Areaal Nederland (AAN);Afbakening van landbouwgrond;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/aan/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=aan&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/aan/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=aan&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";aan
Basisregistratie Gewaspercelen (BRP);De locaties van landbouwpercelen met daaraan gekoppeld het geteelde gewas;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/brpgewaspercelen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=brpgewaspercelen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/brpgewaspercelen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=brpgewaspercelen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";brpgewaspercelen
Bevolkingskernen 2011;Hier ziet u statistische kerncijfers per bevolkingskern;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Centraal Bureau voor de Statistiek;"=HYPERLINK(""http://www.cbs.nl/nl-NL/menu/themas/dossiers/nederland-regionaal/links/2014-bevolkingskernen-in-nederland-2011-el.htm"")";;"=HYPERLINK(""http://www.cbs.nl/nl-NL/menu/themas/dossiers/nederland-regionaal/links/2014-bevolkingskernen-in-nederland-2011-el.htm?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=bevolkingskernen2011:cbsbevolkingskernen2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";bevolkingskernen2011:cbsbevolkingskernen2011
Digitaal Topografisch Bestand (DTB-nat/droog);Zeer gedetailleerde informatie over de situatie rond vaarwegen en rijkswegen;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Rijkswaterstaat;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/digitaaltopografischbestand/wfs?"")";Timeout na 5 seconden;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/digitaaltopografischbestand/wfs?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=vlakken,lijnen,punten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";vlakken,lijnen,punten
Spoorwegen infrastructuur (NWB);Gedetailleerde informatie over infrastructuur spoorwegen;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Rijkswaterstaat;"=HYPERLINK(""http://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/nwb-spoorwegen/"")";;"=HYPERLINK(""http://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/nwb-spoorwegen/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AAA58,AAA53,AAA56,AAA57,AAA59&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AAA58,AAA53,AAA56,AAA57,AAA59
Vaarwegen infrastructuur (NWB);Alle bevaarbare waterwegen voor beroeps- en recreatievaart;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Rijkswaterstaat;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nwbvaarwegen/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=vaarwegvakken,kmmarkeringen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nwbvaarwegen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=vaarwegvakken,kmmarkeringen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";vaarwegvakken,kmmarkeringen
Wegen infrastructuur (NWB);Toont wegvakken, de hectometerpunten en hun beheerder;Ruimtelijke Plannen;Ruimtelijke_Inrichting;Rijkswaterstaat;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/nwbwegen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AAA63,AAA70&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AAA63,AAA70
BAG - Verblijfsobjecten;De verblijfsobjecten uit de Basisregistratie Adressen en Gebouwen (BAG);Ruimtelijke Plannen;Ruimtelijke_Inrichting;Ministerie van Infrastructuur en Milieu;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/inspireadressen/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=verblijfsobject&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";verblijfsobject
BAG - panden;De begrenzing van de panden uit de Basisregistratie Adressen en Gebouwen (BAG);Ruimtelijke Plannen;Ruimtelijke_Inrichting;Ministerie van Infrastructuur en Milieu;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bag/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=pand&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/bag/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=pand&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";pand
