naam;samenvatting;thema;onderwerp;eigenaar;data url;data url error;kaart url;laagnaam
Koolstofvastlegging in de bodem: totaal van alle maatregelen;Deze kaart laat de realistische potentie voor bodem C vastlegging zien voor een combinatie van alle doorgerekende maatregelen;Koolstofvastlegging;koolstofvastlegging;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:altr_a14_ri_bodemctotaal&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a14_ri_bodemctotaal&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a14_ri_bodemctotaal
Bovengrondse koolstofvoorraad in natuurgebieden;Deze kaart laat de bovengrondse koolstofvoorraad zien die is vastgelegd in de vegetatie van natuurgebieden in Nederland.;Koolstofvastlegging;koolstofvastlegging;Alterra, Wageningen UR;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a43_gi_bgkoolstvlnt&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a43_gi_bgkoolstvlnt
Bodemkoolstof balans in landbouwgronden;Deze kaart laat de de koolstofvastlegging in de bodem van landbouwgronden in Nederland zien aan de hand van de gemodelleerde bodemkoolstof balans.;Koolstofvastlegging;koolstofvastlegging;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:altr_a06_ri_bodemcbalans&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a06_ri_bodemcbalans&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a06_ri_bodemcbalans
Bodemkoolstofvoorraad in natuurgebieden (ton C/ha);Deze kaart laat de bodem koolstofvoorraad in de bovenste 30 cm van de bodem zien voor natuurgebieden in heel Nederland.;Koolstofvastlegging;koolstofvastlegging;Alterra, Wageningen UR;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a05_gi_bodkoolstnat&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a05_gi_bodkoolstnat
Bodemkoolstofvoorraad;Deze kaart laat de bodem koolstofvoorraad in de bovenste 30 cm van de bodem zien voor heel Nederland.;Koolstofvastlegging;koolstofvastlegging;Alterra, Wageningen UR;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a04_gi_bodemC&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a04_gi_bodemC
Deelnemende gemeenten tbv bomenkaart ANK;Deze kaart laat zien welke gemeenten hebben toegezegd mee te werken aan het boomplantproject van de Atlas Natuurlijk Kapitaal;Verkoeling in de stad;verkoeling;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:ank_gemeenten_bomenkaart&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:ank_gemeenten_bomenkaart&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:ank_gemeenten_bomenkaart
Bomenkaart tbv Atlas Natuurlijk Kapitaal;Hier ziet u welke lokaties tot nu toe zijn opgegeven door burgers om een boom te planten;Verkoeling in de stad;verkoeling;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:ank_bomenkaart&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:ank_bomenkaart&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:ank_bomenkaart
Conservation Units voor bomen;De kaart brengt populaties van bomen en struiken in beeld die een bepaalde genetische waarde vertegenwoordigen voor deze soorten in Nederland.;Levenscyclus;Levenscyclus;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:altr_a37_pv_consunitboom&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a37_pv_consunitboom&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a37_pv_consunitboom
Natuurwaarde van natte en vochtige ecosystemen;De kaart toont de natuurwaarde van natte en vochtige ecosystemen in Nederland.;Levenscyclus;Levenscyclus;Deltares;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=DANK:DANK-002-Water_voor_Aquatische_natuur&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:DANK-002-Water_voor_Aquatische_natuur&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:DANK-002-Water_voor_Aquatische_natuur
Ecologisch kapitaal bodem, door diffuse bodemverontreiniging aangetast;Hier ziet u het percentage soorten in de bodem dat mogelijk is aangetast door diffuse bodemverontreiniging;Levenscyclus;Levenscyclus;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:rivm_r9_gm_mspaf&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:rivm_r9_gm_mspaf
Bronpopulaties voor zaadproductie van bomen & struiken;De kaart brengt populaties van bomen en struiken in beeld die een bepaalde genetische waarde vertegenwoordigen voor deze soorten in Nederland.;Levenscyclus;Levenscyclus;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:altr_a38_pv_bronpopzaad&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a38_pv_bronpopzaad&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a38_pv_bronpopzaad
Beschermde natuurgebieden - habitatbescherming;De kaart brengt beschermde natuurgebiedenin Nederland in beeld;Levenscyclus;Levenscyclus;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:altr_a03_rv_genbronhab&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a03_rv_genbronhab&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a03_rv_genbronhab
Wetlandgebieden 2005 (RAMSAR);In deze dataset vindt u de Nederlandse Wetlandgebieden.;Levenscyclus;Levenscyclus;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/wetlands/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=wetlands&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/wetlands/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=wetlands&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";wetlands
Snavelruppia (Ruppia maritima) 2011;Zeegraskartering Snavelruppia (Ruppia maritima) in 2011;Levenscyclus;Levenscyclus;Rijkswaterstaat;"=HYPERLINK(""http://geoservices.rijkswaterstaat.nl/zeegras"")";;"=HYPERLINK(""http://geoservices.rijkswaterstaat.nl/zeegras?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=rup_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";rup_2011
Groot zeegras (Zostera marina) in 2011;zeegraskartering Groot zeegras (Zostera marina) in 2011;Levenscyclus;Levenscyclus;Rijkswaterstaat;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/zeegraskartering/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=mar_2011&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/zeegraskartering/wfs?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=mar_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";mar_2011
Klein zeegras (Zostera noltii) 2011;Zeegraskartering Klein zeegras (Zostera noltii) in 2011;Levenscyclus;Levenscyclus;Rijkswaterstaat;"=HYPERLINK(""http://geoservices.rijkswaterstaat.nl/zeegras"")";;"=HYPERLINK(""http://geoservices.rijkswaterstaat.nl/zeegras?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=nolt_2011&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";nolt_2011
Genetische structuur Nederlandse Otterpopulatie (Lutra lutra);Weergegeven is de genetische structuur van de Nederlandse Otterpopulatie.;Levenscyclus;Levenscyclus;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=altr_a40_pv_otterspraint&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=altr_a40_pv_otterspraint&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";altr_a40_pv_otterspraint
Genetische structuur van de Boommarter populatie (Martes martes);Weergegeven is de genetische structuur van de populatie van boommarters in Nederland.;Levenscyclus;Levenscyclus;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=dank:altr_a41_rv_leefgboommar&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a41_rv_leefgboommar&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a41_rv_leefgboommar
Genetische structuur van de Hamsterpopulatie (Cricetus cricetus);Weergegeven is de genetische structuur van de Nederlandse Hamsterpopulatie.;Levenscyclus;Levenscyclus;Alterra, Wageningen UR;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=altr_a39_rv_leefghamster&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=altr_a39_rv_leefghamster&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";altr_a39_rv_leefghamster
Soortendiversiteit van Rode-Lijstsoorten;Op de kaart wordt voor heel Nederland de geschatte soortendiversiteit van Rode-Lijstsoorten per kilometerhok weergegeven;Levenscyclus;Levenscyclus;BIJ12;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=soortendiversiteit_rl&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";soortendiversiteit_rl
Soortendiversiteit in Nederland;Op de kaart wordt voor heel Nederland de geschatte soortendiversiteit per kilometerhok weergegeven;Levenscyclus;Levenscyclus;BIJ12;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=soortendiversiteit&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";soortendiversiteit
Zwemwater locaties en kwaliteit;De kaart geeft de functie van water weer als zwemwater voor recreatief gebruik. ;Groene_recreatie;groene_recreatie;Deltares;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=DANK:DANK018_Zwemwater&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:DANK018_Zwemwater&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:DANK018_Zwemwater
Beschermde natuurmonumenten buiten Natura2000;In deze dataset vindt u beschermde natuurmonumenten die niet onder de Natura2000 gebieden vallen.;Groene_recreatie;groene_recreatie;Ministerie van Economische Zaken;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/beschermdenatuurmonumenten/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=beschermdenatuurmonumenten&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://geodata.nationaalgeoregister.nl/beschermdenatuurmonumenten/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=beschermdenatuurmonumenten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";beschermdenatuurmonumenten
Recreatieaanbod voor wandelen in een natuurlijke setting;De kaart laat de omvang van het aanbod van recreatieve wandelmogelijkheden in een groene omgeving zien.;Groene_recreatie;groene_recreatie;Alterra, Wageningen UR;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a23_gi_wandelaanbod&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a23_gi_wandelaanbod
Recreatieaanbod voor fietsen in een groene omgeving;De kaart laat de omvang van het aanbod van recreatieve fietsmogelijkheden in een groene omgeving zien.;Groene_recreatie;groene_recreatie;Alterra, Wageningen UR;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a22_gi_fietsaanbod&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a22_gi_fietsaanbod
Belevingswaarde van het landschap;De kaart geeft een modelmatige voorspelling van hoe (visueel) aantrekkelijk Nederlanders het landschap in een gebied vinden.;Groene_recreatie;groene_recreatie;Alterra, Wageningen UR;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:altr_a21_gv_landbeleving&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:altr_a21_gv_landbeleving
Provinciale monumenten;De panden, maar ook dijken, grenspalen en gemeenteoverschrijdende objecten die zijn opgenomen op een provinciale monumentenlijst;Natuurlijk_erfgoed;Natuurlijk_erfgoed;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteProvincialeMonumenten&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteProvincialeMonumenten
Aardkundige Waarden;In deze dataset vindt u gegevens over onderdelen van het landschap die iets vertellen over de natuurlijke ontstaanswijze van het gebied.;Natuurlijk_erfgoed;Natuurlijk_erfgoed;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteAardkundigeWaarden&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteAardkundigeWaarden
Nationale Landschappen;In deze dataset vindt u de begrenzingen van de nationale landschappen.;Natuurlijk_erfgoed;Natuurlijk_erfgoed;Interprovinciaal Overleg (IPO);"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS"")";;"=HYPERLINK(""http://services.inspire-provincies.nl/ProtectedSites/services/view_PS?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=PS.ProtectedSiteNationaleLandschappen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";PS.ProtectedSiteNationaleLandschappen
Habitatfunctie en biodiversiteit van de bodem (relatief);De bodembiodiversiteit en de habitatfunctie van de toplaag van de bodem, obv samengestelde indicatorenset;Wetenschap_en_educatie;Wetenschap_en_educatie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:rivm_r6_gm_habitatbiod&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:rivm_r6_gm_habitatbiod
Ecologisch kapitaal van de onafgedekte, intacte bodem;De relatief ongestoorde en niet vergraven bodem, die daardoor goed ecologisch kan functioneren.;Wetenschap_en_educatie;Wetenschap_en_educatie;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://geodata.rivm.nl/geoserver/dank/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=dank:rivm_r13_gm_afdekking&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";dank:rivm_r13_gm_afdekking
Delfstofwinning op zee: zand en grind;De kaart geeft sedimentsamenstelling van de zeebodem en de reserveringsgebieden voor zand en grind op het Nederlands Continentaal Plat (NCP).;Minerale bronnen;Minerale_bronnen;Deltares;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wfs?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=DANK:DANK_023a_zandwinning_zee_ecotopen&OUTPUTFORMAT=json&SRSNAME=EPSG:4326"")";;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK:DANK_023a_zandwinning_zee_ecotopen&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK:DANK_023a_zandwinning_zee_ecotopen
Zoutvelden in Nederland (uit DINO);Deze dataset toont u de locaties van de zoutvelden en de zoutproductieputten;Minerale bronnen;Minerale_bronnen;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";No service with identifier 'mr-wfs' available.;"=HYPERLINK(""http://www.gdngeoservices.nl/inspire/mr-wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=MR.MineralOccurrence,MR.Mine&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";MR.MineralOccurrence,MR.Mine
Winning op land van zand, grind en klei;De kaart geeft de geologische winbare hoeveelheid zand, grind en klei weer wanneer er niet meer dan maximaal 5 meter aan deklaag moet worden afgegraven. ;Minerale bronnen;Minerale_bronnen;Deltares;"=HYPERLINK("""")";Deze databron is alleen als WMS beschikbaar, gebruik kaart url om gegevens op te halen;"=HYPERLINK(""http://deltaresdata.openearth.nl/geoserver/DANK/wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=DANK-022_Delftstofwinning_op_land_en_in_binnenwateren_rivier&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";DANK-022_Delftstofwinning_op_land_en_in_binnenwateren_rivier
Magnitude van de laatste 100 aardbevingen in Nederland;De magnitude van de laatste 100 aardbevingen in Nederland;Niet-hernieuwbare energiebronnen;Niet_hernieuwbare_energiebronnen;Koninklijk Nederlands Meteorologisch Instituut (KNMI);"=HYPERLINK(""http://data.knmi.nl/inspire/atom?dataset=urn:xkdc:ds:nl.knmi::aardbevingen_nederland/1/"")";;"=HYPERLINK(""http://data.knmi.nl/inspire/atom?dataset=urn:xkdc:ds:nl.knmi::aardbevingen_nederland/1/?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=magnitude&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";magnitude
Olie- en gasvelden (Koolwaterstoffen uit DINO);Olie- en gasvelden (Koolwaterstoffen uit DINO);Niet-hernieuwbare energiebronnen;Niet_hernieuwbare_energiebronnen;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";No service with identifier 'er-wfs' available.;"=HYPERLINK(""http://www.gdngeoservices.nl/inspire/er-wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=ER.FossilFuelResource&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";ER.FossilFuelResource
Mijnbouwwet-vergunningen (opsporing, winning en opslag) (uit DINO);Deze dataset bevat de aangevraagde vergunningen en de door het ministerie van Economische zaken uitgegeven vergunningen met betrekking tot activiteiten zoals beschreven in de Mijnbouwwet.;Niet-hernieuwbare energiebronnen;Niet_hernieuwbare_energiebronnen;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";No service with identifier 'am-wfs' available.;"=HYPERLINK(""http://www.gdngeoservices.nl/inspire/am-wms?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=AM.ProspectingAndMiningPermitArea&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";AM.ProspectingAndMiningPermitArea
Windkaart (m/s);Deze kaart toont de windsnelheden boven land op 100 m hoogte weergegeven in meters per seconde;Hernieuwbare energiebronnen;Hernieuwbare_energiebronnen;Rijksdienst voor Ondernemend Nederland (RvO);"=HYPERLINK(""http://agentschapnl.kaartenbalie.nl/cgi-bin/mapserv?map=/srv/maps/agentschapnl/RVO_ElektraAtlas.map&amp;"")";;"=HYPERLINK(""http://agentschapnl.kaartenbalie.nl/cgi-bin/mapserv?map=/srv/maps/agentschapnl/RVO_ElektraAtlas.map&amp;?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=Wind100m&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";Wind100m
Aardwarmtepotentiekaarten van Nederland (uit DINO);In dit bestand vindt u een classificering van gebieden naar hun totale potentie om aardwarmte te winnen uit watervoerende lagen in de ondergrond (aquifers).;Hernieuwbare energiebronnen;Hernieuwbare_energiebronnen;TNO Geologische Dienst Nederland;"=HYPERLINK("""")";403;"=HYPERLINK(""http://www.gdngeoservices.nl/wms/dinomap/M13M0023?SERVICE=WMS&VERSION=1.0.0&REQUEST=GetMap&LAYERS=M13M0023&STYLES=&BBOX=13014,306243,286599,623492&WIDTH=400&HEIGHT=500&FORMAT=image/png&SRS=EPSG:28992"")";M13M0023
